Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
2G,JRW3751,FSD330,JRW3751__H_MuncipalColonyJRW,ZTE,JARRANWALA,ZTE,Elite,Elite,Macro,Central B,Mobiserve,R2,23.0,C5-FSD-01,31.3411,73.4197,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2852,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HGW7101,HYD343,HGW7101__S_JamshoroToLakha_1,ZTE,JAMSHORO,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-DDU-06,25.65,68.3014,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,79,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO0456,HYD312,JSO0456__P_Jamshoro,Huawei,JAMSHORO,Huawei,Hub,Hub,Macro,South,MES,R2,34.0,S2-HYD-01,25.431,68.2822,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO1226,HYD312,JSO1226__S_Jamshoro_Grid_station_HY4543_Relocation_JSO5489,Huawei,JAMSHORO,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-HYD-01,25.4661,68.2597,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO5288,HYD312,JSO5288__S_Jamshoro warid_MDHY4652,Huawei,JAMSHORO,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-HYD-01,25.3979,68.2689,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO5758,HYD312,JSO5758__P_jamshoro_society,Huawei,JAMSHORO,Huawei,Elite,Elite,Macro,South,MES,R2,34.0,S2-HYD-01,25.4084,68.2759,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO5911,HYD312,JSO5911__P_Jamshoro 3,Huawei,JAMSHORO,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-HYD-01,25.4431,68.2934,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO6124,HYD312,JSO6124__P_Mehran_University_ jamshoro,Huawei,JAMSHORO,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-HYD-01,25.4213,68.2715,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,637,Fixed Site,Switch,6,10,-   ,16
2G,JSO7052,HYD312,JSO7052__S_Mallah Paro,Huawei,JAMSHORO,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-HYD-01,25.4406,68.3053,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO9490,HYD312,JSO9490__T_Novartis Pharma,Huawei,JAMSHORO,Huawei,Bronze,Bronze,Micro,South,MES,R2,34.0,S2-HYD-01,25.4486,68.2837,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO1408,HYD312,JSO1408_Mehran University Jamshoro 2_Enfra Shared,Huawei,JAMSHORO,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-HYD-01,25.41203,68.26026,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,637,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO3881,HYD312,JSO3881_S_Madina_Nagar_Residency_Jamshoro,Huawei,JAMSHORO,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-HYD-01,25.443412,68.281163,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,645,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO4533,HYD312,JSO4533_S_Opposite Railway Bunglows,Huawei,KOTRI,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-HYD-01,25.37561,68.30045,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,618,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO5849,HYD312,JSO5849_S_Jamshoro Phatak,Huawei,JAMSHORO,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-HYD-01,25.42768,68.28684,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,,645,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JSO4944,HYD312,JSO4944_S_WapdaColonyJamshoro,Huawei,JAMSHORO,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-HYD-01,25.43767,68.290334,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,645,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,KGM6834,HYD311,KGM6834__S_KGM Graveyard,Huawei,KOT GHULAM MUHAMMAD,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.28793,69.25861,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HGW4835,HYD343,HGW4835_A -Hut Landhi Along Jamrao,ZTE,JAM SAHIB,ZTE,Bronze,Bronze,Macro,South,MES,R2,33.0,S2-NSH-05,26.39256,68.64577,2G/LTE,DC Shared,Outdoor,Genset Installed,ATL,,,2721,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JMH7054,HYD343,JMH7054__S_Jamrao_Head,ZTE,JAM SAHIB,ZTE,Hub,Hub,Macro,South,MES,R2,33.0,S2-TDM-04,26.4283,68.8693,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2721,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JMP4244,MUL319,JMP4244__S_Bhatti_Chowk_Jampur,ZTE,RAJANPUR,ZTE,Platinum,Platinum,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.6449,70.5929,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE+CM-PAK Guest,,,2629,Fixed Site,Non Switch,1,-   ,-   ,1
2G,JMP4307,MUL319,JMP4307__S_Muncipal_Park,ZTE,RAJANPUR,ZTE,Hub,Hub,Macro,Central B,HNL,R2,33.0,C7-DGK-05,29.6384,70.5943,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2629,Fixed Site,Non Switch,2,-   ,-   ,2
2G,RUR4582,MUL319,RUR4582__S_Tibi Lundani Warid_XY6730,ZTE,RAJANPUR,ZTE,Diamond,Diamond,Macro,Central B,HNL,R2,17.0,C7-DGK-05,29.5913,70.1253,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2629,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR1133,MUL319,RUR1133__S_BASTI HAZARA Warid_XY6699,ZTE,RAJANPUR,ZTE,Bronze,Bronze,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.7035,70.1488,2G/LTE,DC Shared,Outdoor,Genset Installed,JAZZ,,Solar Site,2746,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HWY4583,MUL319,HWY4583__S_RJNAllahAbadIndusHighw,ZTE,RAJANPUR,ZTE,Bronze,Bronze,Macro,Central B,HNL,R2,26.0,C7-DGK-05,29.5506,70.5428,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2629,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR4514,MUL319,RUR4514__S_JMPLundiSyedan,ZTE,RAJANPUR,ZTE,Diamond,Diamond,Macro,Central B,HNL,R2,9.0,C7-DGK-05,29.5015,70.1473,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2629,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JMP1801,MUL319,JMP1801__S_Afzal Colony jampur,ZTE,RAJANPUR,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,29.657699,70.594647,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2629,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ3112,SKT003,JPJ3112__P_Farroqeazamjalalpu,Huawei,JALALPUR JATTAN,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.637,74.2015,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1821,Fixed Site,Switch,14,13,-   ,27
2G,JPJ3113,SKT003,JPJ3113__H_Kashmirmahaljalalpu,Huawei,JALALPUR JATTAN,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6477,74.2117,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ3534,SKT003,JPJ3534__S_MangowalRd,Huawei,JALALPUR JATTAN,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6438,74.2066,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/TELENOR Guest,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ4875,SKT003,JPJ4875__P_KashmirNagar,Huawei,JALALPUR JATTAN,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6458,74.2002,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ6290,SKT003,JPJ6290__S_Mohallah_Shershah_Circular_Road_MDJJ1559,Huawei,JALALPUR JATTAN,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6413,74.2007,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ6301,SKT003,JPJ6301__S_Qadir_Colony_MDJJ1558,Huawei,JALALPUR JATTAN,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.64,74.2113,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ6312,SKT003,JPJ6312__S_Ittefaq_Colony_MDJJ1561,Huawei,JALALPUR JATTAN,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6377,74.2063,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR1236,SKT003,RUR1236__S_SHAHBAZPUR _Ufone_3663,Huawei,JALALPUR JATTAN,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.6141,74.2682,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR6254,SKT003,RUR6254__S_LAKHWAN_WALA_MR1R3577,Huawei,JALALPUR JATTAN,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.67,74.2627,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3091,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ5673,SKT003,JPJ5673__S_MangowalSharqi_CMPak40679,Huawei,JALALPUR JATTAN,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.65649,74.21869,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPJ5679,SKT003,JPJ5679__S_QamarAbadRd,Huawei,JALALPUR JATTAN,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.635,74.217,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,1821,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5948,ISB010,RUR5948_H_Daulat Nagar Gujrat,Huawei,GUJRAT,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.849326,74.194864,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5626,SKT003,RUR5626_H_Majara Gujrat,Huawei,GUJRAT,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.7761,74.293,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,3091,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPB1364,GUJ004,JPB1364__P_Pindi Bhattian Road Jalapur BhattianWarid_315320,Huawei,HAFIZABAD,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C4-HFZ-06,32.06131,73.38143,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1898,Fixed Site,Non Switch,1,-   ,-   ,1
2G,JPB1369,GUJ004,JPB1369__P_Khokhar_MarketWarid_JL1608,Huawei,HAFIZABAD,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C4-HFZ-06,32.0657,73.3805,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,1898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JPB3533,GUJ004,JPB3533__P_MohallahMustfabad,Huawei,HAFIZABAD,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C4-HFZ-06,32.064,73.3761,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1898,Fixed Site,Non Switch,2,-   ,-   ,2
2G,JPB4945,GUJ004,JPB4945__H_Pindibhatianrd,Huawei,HAFIZABAD,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.0576,73.374,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5242,GUJ004,RUR5242__S_SaydanwalaHFZ_TPLHFR28,Huawei,HAFIZABAD,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.11976,73.47897,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,1898,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR3101,GUJ004,RUR3101__S_Kassesy_WaridMR2E3727,Huawei,HAFIZABAD,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,31.9705,73.4148,2G,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,3082,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JAK7347,SHW001,JAK7347__S_Chak_739,Huawei,KAMALIA,Huawei,Gold,Gold,Macro,Central B,Mobiserve,R1,23.0,C5-TTS-07,30.6458,72.6348,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE+CM-PAK Guest,,,1857,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JAK7348,SHW001,JAK7348__S_Chak_724,Huawei,KAMALIA,Huawei,Bronze,Bronze,Macro,Central B,Mobiserve,R1,23.0,C5-TTS-07,30.6852,72.6066,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,1857,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JAK7349,SHW001,JAK7349__S_Chak735GB,Huawei,KAMALIA,Huawei,Gold,Gold,Macro,Central B,Mobiserve,R1,23.0,C5-TTS-07,30.6282,72.6005,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,603,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR3199,BHP353,RUR3199__S_Chak No 136/10R,ZTE,KHANEWAL,ZTE,Diamond,Diamond,Macro,Central B,HNL,R2,28.0,C7-LOD-02,29.97413,71.68262,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,,2916,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,JHN0169,BHP353,JHN0169__P_AddaZafarullah,ZTE,KHANEWAL,ZTE,Hub,Hub,Macro,Central B,HNL,R2,28.0,C7-LOD-02,30.049,71.8236,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,2588,Fixed Site,Non Switch,1,-   ,-   ,1
2G,GUJ9453,GUJ546,GUJ9453__S_Chuhanwala Warid_MDGJ1834,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1545,74.1789,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,1810,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9454,GUJ546,GUJ9454__S_OPP Jinah Park Warid_MDGJ4224,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1237,74.1971,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1812,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9459,GUJ547,GUJ9459__S_usman Colony Warid_MDGJ4239,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1982,74.2101,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,663,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9461,GUJ547,GUJ9461__S_Gulzar Colony Warid_MDGJ4235,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1809,74.2115,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,667,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9462,GUJ547,GUJ9462__S_DC Rd Warid_MDGJ4212,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1794,74.1929,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,667,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9463,GUJ546,GUJ9463__S_Canal Pasrur Rd Warid_MDGJ3790,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C4-GUJ-01,32.1652,74.2243,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,642,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9464,GUJ546,GUJ9464__S_Chicherwali Warid_MDGJ4218,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1618,74.2169,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,642,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9465,GUJ546,GUJ9465__S_Qasim Town Warid_MDGJ1828,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1672,74.2094,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,642,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9485,GUJ547,GUJ9485__S_Railway_Track_Rahwali_GJ1600,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2492,74.1679,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,1878,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9509,GUJ547,GUJ9509__S_Sabzi_Mandi_GT_Road_GJ4238,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2261,74.1688,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,663,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9511,GUJ547,GUJ9511__S_Gujranawala cantt_GJ4207,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2425,74.1175,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1878,Fixed Site,Non Switch,1,-   ,-   ,1
2G,GUJ9512,GUJ547,GUJ9512__S_Kashmiri_Colony_Rahwali_GJ1905,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2434,74.1491,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,1878,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9515,GUJ547,GUJ9515__S_Rahwali _GJ4165,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.248,74.16,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1878,Fixed Site,Non Switch,2,3,-   ,5
2G,GUJ9516,GUJ546,GUJ9516_S_Rail Bazar Warid_GJ0333,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1599859,74.1872983,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,666,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9534,GUJ547,GUJ9534__,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.1562,74.1372,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/PTCL Host,,,620,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9720,GUJ546,GUJ9720__T_Amir_Plaza,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1579,74.1895,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,1810,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9728,GUJ546,GUJ9728__P_Khyali_BypassGujwala,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-HFZ-06,32.1093,74.1688,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,1811,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9730,GUJ547,GUJ9730__P_MozaMaufiwalaGujnwla,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.2034,74.2095,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,663,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9733,GUJ547,GUJ9733__P_SamnabadGuranwala,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.2007,74.1702,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,663,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9789,GUJ547,GUJ9789__Q_MobilinkHouseGUJ,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1713,74.1858,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,665,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9809,GUJ546,GUJ9809__S_PeopleColonyS2,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1426,74.2149,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,1812,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9843,GUJ546,GUJ9843__S_MohallaIsbGuran,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1636,74.1807,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,665,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,GUJ9849,GUJ546,GUJ9849__P_Mohallah_Qadri,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1554,74.2191,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,642,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8156,GUJ546,RUR8156__S_Koreki,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1564,74.3346,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1812,Fixed Site,Switch,7,5,-   ,12
2G,RUR8805,GUJ547,RUR8805__S_QilaMian,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.10119,74.072,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1854,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8815,GUJ547,RUR8815__S_GarmolaVirkan,Huawei,GUJRANWALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,7.0,C4-HFZ-06,31.8729,73.9587,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1863,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8824,GUJ547,RUR8824__P_LadhaWalaGUJ,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-HFZ-06,32.1549,74.11572,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,620,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8835,GUJ004,RUR8835__S_VillageJattanWali,Huawei,HAFIZABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.169135,73.80492,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,3010,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8836,GUJ547,RUR8836__S_JandasingGuj,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.1806,73.9743,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1854,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR8874,GUJ004,RUR8874__S_HazratKelainWala,Huawei,HAFIZABAD,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.2834,73.7528,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1852,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR9428,GUJ546,RUR9428__S_Butala Warid_MDGJ4493,Huawei,GUJRANWALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.101,74.2478,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,661,Non Fixed,Non Switch,-   ,-   ,-   ,-   
